"","Tanah","Bangunan","Harga","ratio","cluster","HargaT","IntT","HargaBangunan","HargaB","IntB","Prediksi","Error","AbsE"
"171",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"172",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"173",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"174",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"175",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"176",130,100,775000000,0.769230769230769,4,2605495.16816132,176369145.756789,259916482.382239,2535185.50851072,44800917.4385907,813402985.907424,-4.72127427274954,4.72127427274954
"177",58,94,495000000,1.62068965517241,6,2605495.16816132,176369145.756789,167512134.489854,2535185.50851072,44800917.4385907,610596220.748744,-18.9316960735516,18.9316960735516
"178",108,42,650000000,0.388888888888889,2,2605495.16816132,176369145.756789,192237376.081788,2535185.50851072,44800917.4385907,609041332.714253,6.72510469908683,6.72510469908683
"179",200,120,950000000,0.6,4,2605495.16816132,176369145.756789,252531820.610947,2535185.50851072,44800917.4385907,1046491357.84893,-9.22046389826563,9.22046389826563
"180",98,40,595000000,0.408163265306122,3,2605495.16816132,176369145.756789,163292327.763402,2535185.50851072,44800917.4385907,577916010.015618,2.9561371701608,2.9561371701608
"181",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"182",160,60,900000000,0.375,2,2605495.16816132,176369145.756789,306751627.3374,2535185.50851072,44800917.4385907,790160420.611834,13.9009214487249,13.9009214487249
"183",123,100,850000000,0.813008130081301,5,2605495.16816132,176369145.756789,353154948.559369,2535185.50851072,44800917.4385907,795164519.730294,6.89611758435911,6.89611758435911
"184",100,50,550000000,0.5,3,2605495.16816132,176369145.756789,113081337.427079,2535185.50851072,44800917.4385907,608478855.437048,-9.61066352832339,9.61066352832339
"185",90,102,900000000,1.13333333333333,6,2605495.16816132,176369145.756789,489136289.108692,2535185.50851072,44800917.4385907,714253550.197992,26.0056740005728,26.0056740005728
"186",84,70,750000000,0.833333333333333,5,2605495.16816132,176369145.756789,354769260.11766,2535185.50851072,44800917.4385907,617494642.916681,21.4585435846765,21.4585435846765
"187",123,100,850000000,0.813008130081301,5,2605495.16816132,176369145.756789,353154948.559369,2535185.50851072,44800917.4385907,795164519.730294,6.89611758435911,6.89611758435911
"188",45,104,550000000,2.31111111111111,6,2605495.16816132,176369145.756789,256383571.675951,2535185.50851072,44800917.4385907,602076638.647754,-8.64950328661098,8.64950328661098
"189",133,70,795000000,0.526315789473684,3,2605495.16816132,176369145.756789,272099996.877755,2535185.50851072,44800917.4385907,745163906.156586,6.68793716814052,6.68793716814052
"190",72,90,775000000,1.25,6,2605495.16816132,176369145.756789,411035202.135596,2535185.50851072,44800917.4385907,636932411.06896,21.6769607781965,21.6769607781965
"191",133,70,795000000,0.526315789473684,3,2605495.16816132,176369145.756789,272099996.877755,2535185.50851072,44800917.4385907,745163906.156586,6.68793716814052,6.68793716814052
"192",72,90,775000000,1.25,6,2605495.16816132,176369145.756789,411035202.135596,2535185.50851072,44800917.4385907,636932411.06896,21.6769607781965,21.6769607781965
"193",116,100,875000000,0.862068965517241,5,2605495.16816132,176369145.756789,396393414.736498,2535185.50851072,44800917.4385907,776926053.553165,12.6233308817882,12.6233308817882
"194",100,50,575000000,0.5,3,2605495.16816132,176369145.756789,138081337.427079,2535185.50851072,44800917.4385907,608478855.437048,-5.50205732506536,5.50205732506536
"195",90,160,800000000,1.77777777777778,6,2605495.16816132,176369145.756789,389136289.108692,2535185.50851072,44800917.4385907,861294309.691614,-7.1165348478339,7.1165348478339
"196",98,80,450000000,0.816326530612245,5,2605495.16816132,176369145.756789,18292327.7634015,2535185.50851072,44800917.4385907,679323430.356047,-33.757621202003,33.757621202003
"197",133,70,795000000,0.526315789473684,3,2605495.16816132,176369145.756789,272099996.877755,2535185.50851072,44800917.4385907,745163906.156586,6.68793716814052,6.68793716814052
"198",120,50,720000000,0.416666666666667,3,2605495.16816132,176369145.756789,230971434.063852,2535185.50851072,44800917.4385907,660588758.800274,8.99368032051062,8.99368032051062
"199",100,80,600000000,0.8,5,2605495.16816132,176369145.756789,163081337.427079,2535185.50851072,44800917.4385907,684534420.69237,-12.3491848089783,12.3491848089783
"200",104,45,550000000,0.432692307692308,3,2605495.16816132,176369145.756789,102659356.754434,2535185.50851072,44800917.4385907,606224908.56714,-9.27459557873193,9.27459557873193
"201",45,104,550000000,2.31111111111111,6,2605495.16816132,176369145.756789,256383571.675951,2535185.50851072,44800917.4385907,602076638.647754,-8.64950328661098,8.64950328661098
